title,description,source,url
"Macky Sall peut-il continuer de diriger le pays après le 02 avril, la réponse de ce chercheur en Science Politique","C&#8217;est la question que bons nombres de sénégalais se posent depuis hier samedi après l&#8217;annonce de l’abrogation du décret convoquant le corps électoral par le président Macky Sall. Dans cet entretien accordé à TV5 et exploité par Senego, Maurice Soudieck Dione se veut clair. Macky Sall ne sera plus président de la République du Sénégal [&#8230;]",Senego,https://senego.com/macky-sall-peut-il-continuer-de-diriger-le-pays-apres-le-02-avril-la-reponse-de-ce-chercheur-en-science-politique_1656794.html
"Drame à Saint-Pierre : une mère aurait été tuée par son fils, il a été placé en garde à vue","Une mère de famille est tragiquement décédée dans le quartier de la Ravine des Cabris à Saint-Pierre. Elle aurait été frappée à plusieurs reprises par son propre fils, âgé d'une trentaine d'années. Il a été interpellé et placé en garde à vue. Un drame s'est produit dans la soirée de ce samedi 3 février. Dans le quartier de la Ravine des Cabris à Saint-Pierre, une mère de famille, âgée de 55 ans, a tragiquement trouvé la mort. Elle est décédée suite à plusieurs coups reçus. Selon le parquet de Saint-Pierre, le (...)-Faits Divers/ Faits divers, meurtre, A la une, Home...",LINFO.re,https://www.linfo.re/la-reunion/faits-divers/drame-a-saint-pierre-une-mere-aurait-ete-tuee-par-son-fils-il-a-ete-place-en-garde-a-vue
Franc : « On m’a proposé Quench mais j’ai refusé pour choisir Bombardier car je veux progresser dans ma carrière »,"(wiwsport) -Futur adversaire du B52 de Mbour le 1er mai 2024, Franc (Jambaar wrestling Academy) a révélé les coulisses de l&#8217;organisation de son choc contre Bombardier au moment où d&#8217;autres lutteurs lui avaient été proposés. « J&#8217;ai eu des propositions pour affronter Quench mais je ne voulais pas même si le cachet était bon. Deux promoteurs étaient [&#8230;]Cet article a été initialement publié sur wiwsport : site n°1 de l'actualité sportive du Sénégal (wiwsport.com).Article source : Franc : « On m&rsquo;a proposé Quench mais j&rsquo;ai refusé pour choisir...",WIW Sport,https://wiwsport.com/2024/02/04/franc-on-ma-propose-quench-mais-jai-refuse-pour-choisir-bombardier-car-je-veux-progresser-dans-ma-carriere/
Italie. Les funérailles de Victor Emmanuel de Savoie prévues samedi à Turin,"Ses funérailles auront lieu dans la basilique de Superga, où la majeure partie des membres de la famille des Savoie sont enterrés.",La Republicain,https://www.republicain-lorrain.fr/societe/2024/02/04/les-funerailles-de-victor-emmanuel-de-savoie-prevues-samedi-a-turin
Algérie s’engage à réduire sa production pétrolière pour stabiliser le marché,"L&#8217;Algérie s&#8217;est exprimée pour continuer la réduction de sa production de pétrole après le 1er janvier 2024. Cette mesure, qui représente une coupe additionnelle de 51 000 barils par jour pour trois mois, pourrait s&#8217;étendre au-delà du 31 mars afin de répondre dynamiquement aux fluctuations du marché mondial. Selon le ministère de l&#8217;Énergie et des [&#8230;]",Senego,https://senego.com/algerie-sengage-a-reduire-sa-production-petroliere-pour-stabiliser-le-marche_1656792.html
